date,high,low,place,weather,wind,wind_level
2011-01-01,16,7,漳平,多云,无持续风向,1
2011-02-01,16,6,漳平,多云,无持续风向,1
2011-01-01,16,7,漳州,多云,无持续风向,1
2011-02-01,17,8,漳州,阴~多云,无持续风向,1
2011-01-01,12,-2,柘荣,多云,无持续风向,1
2011-02-01,7,1,柘荣,阴~阵雨,无持续风向,1
2014-08-01,26,36,延平,多云~阴,东北1-2级,东北1
2014-09-01,24,32,延平,阵雨,东北偏东1-2级,东北偏东1
2011-01-01,11,4,尤溪,多云,无持续风向,1
2011-01-01,16,5,永定,多云,无持续风向,1
2011-01-01,16,7,云霄,多云,无持续风向,1
2011-02-01,18,10,云霄,多云,无持续风向,1
2011-01-01,13,4,永泰,多云,无持续风向,1
2011-02-01,12,4,永泰,阵雨~阴,无持续风向,1
,,,芗城,,,
2011-01-01,13,6,秀屿港,多云,东北风,5
2011-02-01,12,8,秀屿港,小雨~阴,东北风,4
2012-04-01,21,20,秀屿,阵雨转中雨,微风,2
2012-05-01,28,24,秀屿,阵雨转中雨,微风,2
2012-06-01,26,21,秀屿,多云,微风,2
2012-07-01,34,26,秀屿,多云,微风,2
2012-08-01,32,27,秀屿,多云转阵雨,东北风,4
2012-09-01,32,26,秀屿,多云,微风,2
2012-10-01,27,20,秀屿,多云,微风,2
2012-11-01,23,16,秀屿,多云,东北风,3
2012-12-01,17,14,秀屿,小雨转中雨,东北风,3
2013-01-01,12,4,秀屿,晴转多云,微风,2
2013-02-01,24,13,秀屿,多云,微风,2
2013-03-01,24,15,秀屿,阴,微风,2
2013-04-01,20,16,秀屿,阵雨,微风,2
2013-05-01,21,14,秀屿,阴转多云,东北风,3
2013-06-01,33,25,秀屿,多云,微风,2
2013-07-01,34,27,秀屿,多云,微风,2
2013-08-01,36,26,秀屿,多云,微风,2
2013-09-01,32,24,秀屿,阴转多云,微风,2
2013-10-01,31,25,秀屿,阴转多云,微风,2
2013-11-01,26,21,秀屿,阴转阵雨,东北风,3
2014-01-01,17,8,秀屿,晴转多云,微风,2
2013-12-01,19,11,秀屿,晴转多云,微风,2
2014-02-01,24,14,秀屿,多云,微风,2
2014-03-01,23,13,秀屿,小雨转阵雨,微风,2
2014-04-01,20,14,秀屿,小雨转阴,微风,2
2014-05-01,22,17,秀屿,阵雨,微风,2
2014-06-01,31,22,秀屿,阴转多云,微风,2
2014-07-01,34,27,秀屿,多云,南风,1
2014-08-01,36,28,秀屿,多云转阵雨,微风,2
2014-09-01,34,26,秀屿,多云,微风,2
2014-10-01,31,25,秀屿,多云,微风,2
2014-11-01,29,22,秀屿,多云,微风,2
2014-12-01,23,15,秀屿,中雨转小雨,微风~北风,2
2015-01-01,14,9,秀屿,晴,东北风,3
2015-02-01,13,8,秀屿,阴,东北风,3
2015-03-01,15,12,秀屿,阵雨,微风,2
2015-04-01,29,20,秀屿,多云,微风,2
2015-05-01,27,19,秀屿,多云转阴,微风,2
2015-06-01,29,25,秀屿,阵雨~多云,微风~东北风,2
2015-07-01,33,27,秀屿,多云,微风~东北风,2
2015-08-01,33,26,秀屿,多云,微风~东北风,2
2015-09-01,26,24,秀屿,小雨,微风~东北风,2
2015-10-01,30,22,秀屿,阵雨,微风~东北风,2
2015-11-01,20,18,秀屿,阴~多云,微风~东北风,2
2015-12-01,23,16,秀屿,多云,微风~东北风,2
2016-01-01,17,11,秀屿,多云,微风~东北风,2
2016-02-01,11,7,秀屿,小雨,微风~东北风,2
2016-03-01,16,9,秀屿,晴~多云,微风~东北风,2
2016-04-01,22,16,秀屿,阴~多云,微风~东北风,2
2016-05-01,24,19,秀屿,多云~阵雨,微风~东北风,2
2016-06-01,32,23,秀屿,多云,微风~东北风,2
2016-07-01,32,27,秀屿,多云,微风~东北风,2
2016-08-01,33,27,秀屿,阵雨,微风~东北风,2
2016-09-01,30,26,秀屿,阵雨,南风,2
2016-10-01,30,24,秀屿,阵雨,东北风,2
2016-11-01,24,18,秀屿,多云,东北风,3
2016-12-01,19,14,秀屿,阴,东北风,3
2017-01-01,21,16,秀屿,多云,东北风,2
2017-02-01,16,10,秀屿,多云,东北风,4
2017-03-01,20,11,秀屿,晴,南风,2
2017-04-01,19,11,秀屿,晴,东南风,1
2017-05-01,25,20,秀屿,多云,东南风,4
2017-06-01,30,25,秀屿,阵雨,西南风,4
2017-07-01,30,26,秀屿,阵雨,西南风,3
2017-08-01,29,26,秀屿,中雨,南风,2
2017-09-01,32,27,秀屿,多云,东北风,4
2017-10-01,34,27,秀屿,多云,东风,2
2017-11-01,25,20,秀屿,多云,东北风,2
2017-12-01,18,15,秀屿,多云,东北风,5
2018-01-01,17,10,秀屿,晴,东北风,4
2018-02-01,10,7,秀屿,晴,东北风,4
2018-03-01,21,15,秀屿,晴,东北风,3
2018-04-01,27,16,秀屿,晴,东北风,3
2018-05-01,30,23,秀屿,多云,南风,3
2018-06-01,23,21,秀屿,小雨到中雨,东北风,4
2018-07-01,30,25,秀屿,多云,东南风,2
2018-08-01,35,27,秀屿,多云,南风,2
2018-09-01,31,25,秀屿,多云,西南风,2
2018-10-01,30,21,秀屿,晴,东北风,3
2018-11-01,20,16,秀屿,小雨到大雨,东北风,5
2018-12-01,24,17,秀屿,多云,东北风,2
2019-01-01,15,12,秀屿,阴,东北风,4
2019-02-01,15,11,秀屿,晴,东北风,4
2019-03-01,16,13,秀屿,阴,东北风,3
2019-04-01,17,13,秀屿,风,东北风,6
2019-06-01,26,21,秀屿,小雨转雨,东风,2
2019-05-01,22,17,秀屿,多云,东北风,3
2019-07-01,32,27,秀屿,多云,东南风,2
2019-08-01,32,27,秀屿,阴转雨,北风,2
2019-09-01,32,26,秀屿,阴转多云,东北风,4
2019-10-01,34,26,秀屿,晴转雨,西南风,3
2019-11-01,25,20,秀屿,晴转多云,东北风,4
2019-12-01,23,18,秀屿,晴转多云,北风,2
2020-01-01,17,10,秀屿,晴,东北风,4
2020-02-01,15,8,秀屿,晴,东北风,4
2020-03-01,21,15,秀屿,多云,东北风,3
2020-04-01,20,15,秀屿,多云,东北风,4
2020-05-01,28,20,秀屿,阴,东风,1
2020-06-01,29,22,秀屿,阴,东北风,3
2020-07-01,34,27,秀屿,多云,南风,3
2020-08-01,34,27,秀屿,晴,东北风,3
2020-09-01,36,26,秀屿,晴,西南风,2
2020-10-01,27,22,秀屿,晴,东北风,4
2020-11-01,26,21,秀屿,晴,东北风,4
2020-12-01,17,16,秀屿,多云,东北风,5
2021-01-01,11,6,秀屿,晴,东北风,4
2021-02-01,22,12,秀屿,晴,南风,2
2021-03-01,20,14,秀屿,多云,西南风,3
2021-04-01,25,20,秀屿,阴,南风,3
2021-05-01,29,20,秀屿,多云,南风,2
2021-06-01,28,23,秀屿,多云转小雨,东北风,2
2021-07-01,30,27,秀屿,阴,西南风,4
2021-08-01,30,26,秀屿,阴到小雨,南风,2
2021-09-01,33,26,秀屿,晴,东北风,3
2021-10-01,29,24,秀屿,多云,南风,0
2021-11-01,23,20,秀屿,多云,东北风,4
2021-12-01,18,11,秀屿,多云,东北风,4
2022-01-01,17,11,秀屿,晴,东北风,3
2022-02-01,11,9,秀屿,中雨,东北风,5
2022-03-01,21,14,秀屿,晴,东北风,2
2022-04-01,16,12,秀屿,风,东北风,5
2022-05-01,18,14,秀屿,小雨,东北风,4
2022-06-01,28,22,秀屿,小雨,西南风,3
2022-07-01,31,26,秀屿,多云,东北风,4
2022-08-01,33,27,秀屿,雾,南风,3
2022-09-01,31,26,秀屿,多云,东北风,3
2022-10-01,32,25,秀屿,多云,北风,2
2022-11-01,20,18,秀屿,小雨,东北风,5
2022-12-01,15,11,秀屿,阴,东北风,5
2023-01-01,15,12,秀屿,多云,北风,5
2023-02-01,18,12,秀屿,多云,北风,2
2023-03-01,20,13,秀屿,雾~多云,东北风,4
2023-04-01,20,15,秀屿,多云~晴,东北风,2
2011-03-01,16,10,秀屿港,小雨~阴,东北风,5
2011-04-01,24,16,秀屿港,多云,东北风,4
2011-05-01,23,19,秀屿港,中雨~大到暴雨,南风,3
2011-06-01,29,23,秀屿港,阵雨,南风~东北风,3
2011-07-01,32,27,秀屿港,晴~多云,南风,3
2011-08-01,33,27,秀屿港,晴~多云,南风,3
2011-09-01,25,24,秀屿港,大暴雨,东风,3
2011-10-01,25,22,秀屿港,阴~小雨,东北风,6
2011-11-01,26,20,秀屿港,多云,东北风,5
2011-12-01,17,12,秀屿港,阴,东北风,5
2012-01-01,16,9,秀屿港,多云,东北风,4
2012-02-01,15,8,秀屿港,多云,东北风,4
2012-03-01,19,13,秀屿港,阴,东北风,5
2012-05-01,28,24,秀屿港,阵雨转中雨,南风,4
2012-04-01,26,18,秀屿港,中雨,南风~东北风,4
2012-06-01,26,21,秀屿港,多云,东北风,5
2012-07-01,33,27,秀屿港,多云,南风,3
2012-08-01,31,27,秀屿港,多云转阵雨,东北风,6
2012-09-01,31,26,秀屿港,多云,东风,3
2012-10-01,28,20,秀屿港,多云,东北风,4
2012-12-01,17,14,秀屿港,小雨转中雨,东北风,5
2012-11-01,22,16,秀屿港,多云,东北风,5
2013-01-01,13,9,秀屿港,多云,东北风,4
2013-02-01,24,14,秀屿港,多云,东北风,4
2013-03-01,22,10,秀屿港,多云转阵雨,东风~东北风,4
2013-04-01,19,12,秀屿港,阴转阵雨,东北风,5
2013-05-01,21,14,秀屿港,阴转多云,东北风,5
2013-06-01,30,25,秀屿港,多云,南风,4
2013-08-01,34,27,秀屿港,多云,南风,3
2013-07-01,32,27,秀屿港,多云,南风,3
2013-09-01,30,22,秀屿港,多云,东北风,3
2013-10-01,30,24,秀屿港,多云,东北风,4
2013-11-01,26,21,秀屿港,阴,东北风,5
2013-12-01,19,11,秀屿港,晴转多云,东北风,3
2014-01-01,18,9,秀屿港,晴转多云,东北风,4
2014-02-01,23,14,秀屿港,多云,东北风~南风,3
2014-03-01,20,13,秀屿港,小雨转阵雨,东北风~东南风,3
2014-04-01,20,14,秀屿港,小雨转阴,东北风,4
2014-05-01,21,17,秀屿港,阵雨,东北风,4
2014-06-01,28,22,秀屿港,阴转多云,微风~北风,2
2014-07-01,32,27,秀屿港,多云,南风,南风3
2014-08-01,34,28,秀屿港,多云,南风,3
2014-09-01,33,27,秀屿港,多云,微风,2
2014-10-01,31,25,秀屿港,多云,东北风,3
2014-11-01,29,22,秀屿港,多云,东北风,3
2014-12-01,22,16,秀屿港,中雨转小雨,东北风,4
2015-01-01,14,9,秀屿港,晴,东北风,5
2015-02-01,13,8,秀屿港,阴,东北风,3
2015-03-01,15,12,秀屿港,阴,东北风,3
2015-04-01,25,19,秀屿港,多云,微风~南风,2
2015-05-01,27,19,秀屿港,多云转阴,微风,2
2015-06-01,28,25,秀屿港,多云,东北风,3
2015-07-01,33,27,秀屿港,多云,东北风,3
2015-08-01,33,26,秀屿港,多云,东北风,3
2015-09-01,26,24,秀屿港,小雨,东北风,3
2015-10-01,30,22,秀屿港,阵雨,东北风,3
2015-11-01,20,18,秀屿港,阴~多云,东北风,3
2015-12-01,22,18,秀屿港,阴,东北风,3
2016-01-01,17,11,秀屿港,多云,东北风,3
2016-02-01,11,7,秀屿港,小雨,东北风,3
2016-03-01,15,8,秀屿港,多云,东北风,3
2016-04-01,22,16,秀屿港,阴~多云,东北风,3
2016-05-01,24,19,秀屿港,多云~阵雨,东北风,3
2016-06-01,32,23,秀屿港,多云,东北风,3
2016-07-01,32,27,秀屿港,多云,东北风,3
2016-08-01,33,27,秀屿港,阵雨,东北风,3
2016-09-01,30,26,秀屿港,阵雨,南风,3
2016-10-01,30,24,秀屿港,阵雨,北风,2
2016-11-01,24,18,秀屿港,多云,东北风,4
2016-12-01,19,14,秀屿港,阴,东北风,3
2017-01-01,21,16,秀屿港,多云,北风,1
2017-02-01,16,10,秀屿港,多云,东北风,4
2017-03-01,20,11,秀屿港,晴,南风,2
2017-04-01,19,10,秀屿港,晴,东风,3
2017-05-01,26,20,秀屿港,多云,东南风,3
2017-06-01,31,25,秀屿港,阵雨,北风,1
2017-07-01,31,26,秀屿港,雷阵雨,西南风,2
2017-08-01,29,26,秀屿港,大雨,西南风,1
2017-09-01,33,27,秀屿港,多云,东风,2
2017-10-01,35,27,秀屿港,多云,东南风,3
2017-11-01,25,20,秀屿港,多云,东北风,2
2017-12-01,18,15,秀屿港,阴,东北风,5
2018-01-01,17,10,秀屿港,晴,东北风,4
2018-02-01,9,7,秀屿港,晴,东北风,4
2018-03-01,21,15,秀屿港,多云,东北风,4
2018-04-01,27,18,秀屿港,晴,东北风,4
2018-05-01,29,23,秀屿港,多云,西南风,3
2018-06-01,23,21,秀屿港,小雨到中雨,东北风,4
2018-07-01,30,25,秀屿港,小雨,东南风,2
2018-08-01,34,27,秀屿港,小雨到大雨,南风,2
2018-09-01,31,25,秀屿港,多云,西南风,2
2018-10-01,30,21,秀屿港,晴,东北风,3
2018-11-01,20,16,秀屿港,小雨到大雨,东北风,5
2018-12-01,23,17,秀屿港,多云,东北风,2
2019-01-01,15,12,秀屿港,阴,东北风,4
2019-02-01,15,11,秀屿港,晴,东北风,4
2019-03-01,16,13,秀屿港,阴,东北风,3
2019-04-01,17,12,秀屿港,晴,东北风,4
2019-05-01,22,17,秀屿港,多云,东北风,3
2019-06-01,25,23,秀屿港,小雨转雨,东风,2
2019-07-01,32,27,秀屿港,多云,东南风,2
2019-08-01,32,27,秀屿港,多云转雨,北风,2
2019-09-01,32,26,秀屿港,阴,东北风,4
2019-10-01,34,26,秀屿港,晴转雨,西南风,3
2019-11-01,25,20,秀屿港,多云转阴,东北风,4
2019-12-01,23,18,秀屿港,晴转多云,东北风,2
2020-01-01,17,10,秀屿港,晴,东北风,4
2020-02-01,15,8,秀屿港,晴,东北风,4
2020-03-01,21,15,秀屿港,多云,东北风,3
2020-04-01,20,15,秀屿港,多云,东北风,4
2020-05-01,28,20,秀屿港,阴,东风,1
2020-06-01,29,23,秀屿港,阴,东北风,3
2020-07-01,34,27,秀屿港,多云,西南风,3
2020-08-01,34,27,秀屿港,晴,东北风,3
2020-09-01,36,26,秀屿港,晴,西南风,2
2020-10-01,24,23,秀屿港,风,东北风,5
2020-11-01,23,18,秀屿港,晴,东北风,4
2020-12-01,17,16,秀屿港,多云,东北风,5
2021-01-01,9,8,秀屿港,风,东北风,5
2021-02-01,22,12,秀屿港,晴,南风,2
2021-03-01,21,14,秀屿港,多云,南风,3
2021-04-01,24,18,秀屿港,多云,南风,3
2021-05-01,29,20,秀屿港,多云,南风,2
2021-06-01,26,21,秀屿港,多云转小雨,东北风,2
2021-07-01,31,27,秀屿港,小雨,西南风,4
2021-08-01,29,25,秀屿港,小雨,南风,3
2021-09-01,33,26,秀屿港,晴,东北风,3
2021-10-01,32,25,秀屿港,晴,南风,2
2021-11-01,23,20,秀屿港,多云,东北风,3
2021-12-01,16,10,秀屿港,多云转晴,东北风,5
2022-01-01,16,11,秀屿港,晴,东北风,4
2022-02-01,11,9,秀屿港,中雨,东北风,5
2022-03-01,21,14,秀屿港,多云,西南风,1
2022-04-01,16,12,秀屿港,风,东北风,5
2022-05-01,17,15,秀屿港,小雨,东北风,4
2022-06-01,27,22,秀屿港,多云,西南风,3
2022-07-01,31,27,秀屿港,多云,北风,4
2022-08-01,33,27,秀屿港,雾,南风,3
2022-09-01,31,26,秀屿港,多云,东北风,5
2022-10-01,32,25,秀屿港,多云,北风,2
2022-11-01,20,18,秀屿港,小雨,东北风,6
2022-12-01,15,11,秀屿港,阴,东北风,5
2023-01-01,15,12,秀屿港,多云,北风,5
2023-02-01,18,12,秀屿港,多云,南风,2
2023-03-01,20,13,秀屿港,雾~多云,东北风,4
2023-04-01,20,15,秀屿港,多云~晴,东北风,3
,,,芗城,,,
,,,芗城,,,
,,,芗城,,,
,,,芗城,,,
,,,芗城,,,
,,,芗城,,,
,,,芗城,,,
,,,芗城,,,
,,,芗城,,,
,,,芗城,,,
,,,芗城,,,
,,,芗城,,,
2016-07-29,38,27,芗城,雷阵雨,暂无实况,
2016-08-28,32,26,芗城,中雨,东南风,2
2016-09-29,29,25,芗城,阵雨,东风,1
2016-12-13,25,16,芗城,晴,东风,2
2017-01-10,21,14,芗城,多云,东南风,2
2017-02-18,24,13,芗城,多云,南风,2
2017-03-08,16,11,芗城,小雨,东风,2
2017-05-26,25,21,芗城,阴,东风,2
2017-07-11,35,26,芗城,多云,南风,2
2017-08-09,36,28,芗城,多云,西南风,2
2017-09-01,35,26,芗城,多云,东风,2
2017-11-09,28,20,芗城,晴,东风,2
2017-12-01,24,15,芗城,多云,东风,2
2018-01-01,21,11,芗城,晴,东风,2
2018-02-01,12,6,芗城,晴,东北风,2
2018-03-01,25,15,芗城,多云,东风,2
2018-04-01,28,18,芗城,晴,东南风,2
2018-05-01,34,24,芗城,阴,南风,2
2018-06-01,28,22,芗城,小雨到中雨,东南风,2
2018-07-01,32,26,芗城,小雨,东南风,1
2018-08-01,34,27,芗城,多云转小雨,西南风,2
2018-09-01,31,25,芗城,多云,西南风,1
2018-10-01,31,20,芗城,晴,东北风,2
2018-11-01,22,16,芗城,中雨到大雨,东北风,2
2018-12-01,25,15,芗城,晴,东风,1
2019-01-01,20,13,芗城,多云,东北风,2
2019-02-01,20,11,芗城,阴,东风,2
2019-03-01,20,15,芗城,多云,东南风,2
2019-04-01,20,15,芗城,多云,东风,2
2019-05-01,26,19,芗城,多云,东风,2
2019-06-01,28,24,芗城,阴转雨,东南风,1
2019-07-01,34,27,芗城,阴转雨,东南风,1
2019-08-01,31,27,芗城,多云转雨,东风,2
2019-09-01,34,24,芗城,中雨转雨,东风,1
2019-10-01,37,25,芗城,晴,西风,2
2019-11-01,29,21,芗城,多云,东南风,1
2019-12-01,27,16,芗城,晴,西北风,2
2020-01-01,21,10,芗城,晴,东南风,1
2020-02-01,17,8,芗城,晴,东南风,1
2020-03-01,25,17,芗城,晴转多云,东风,1
2020-04-01,25,16,芗城,多云,东风,2
2020-05-01,32,19,芗城,多云,东南风,1
2020-06-01,31,25,芗城,阴,西南风,1
2020-07-01,33,27,芗城,多云,南风,1
2020-08-01,35,27,芗城,多云,南风,1
2020-09-01,36,26,芗城,晴,西风,1
2020-10-01,29,22,芗城,晴,东风,1
2020-11-01,29,20,芗城,晴,东北风,1
2020-12-01,21,16,芗城,多云,北风,2
2021-01-01,15,4,芗城,晴,东北风,1
2021-02-01,26,12,芗城,晴,西南风,1
2021-03-01,27,16,芗城,阴,西南风,1
2021-04-01,30,22,芗城,晴,南风,2
2023-03-01,25,12,芗城,多云,东风,3
2023-04-01,21,16,芗城,多云,西南风,1
2014-08-01,25,34,新罗,多云~雷阵雨,南1-2级,南1
2014-09-01,23,33,新罗,雷阵雨,东北1-2级,东北1
2014-10-01,22,30,新罗,小雨,东北1-2级,东北1
2014-11-01,13,23,新罗,多云~阴,东北1-2级,东北1
2014-12-01,7,16,新罗,小雨,东北1-2级,东北1
2015-01-01,6,18,新罗,多云~晴,东南1-2级,东南1
2015-02-01,3,13,新罗,晴~多云,东北1-2级,东北1
2015-03-01,12,20,新罗,多云~阴,东南1-2级,东南1
2015-05-01,20,29,新罗,阵雨,西南1-2级,西南1
2015-06-01,23,28,新罗,雷阵雨,,
2015-07-01,23,30,新罗,阵雨,西南1-2级,西南1
2015-08-01,23,36,新罗,多云,无持续风向微风 ,无持续风向1
2015-09-01,23,31,新罗,中雨~阵雨,无持续风向微风 ,无持续风向1
2015-10-01,20,29,新罗,阴,无持续风向微风 ,无持续风向1
2015-11-01,14,23,新罗,多云,无持续风向 微风 ,无持续风向 1
2015-12-01,15,23,新罗,多云,无持续风向 微风 ,无持续风向 1
2016-01-01,11,23,新罗,多云,无持续风向 微风 ,无持续风向 1
2016-02-01,6,10,新罗,中雨,无持续风向 微风 ,无持续风向 1
2016-03-01,6,24,新罗,晴,无持续风向 微风 ,无持续风向 1
2016-04-01,15,28,新罗,多云,无持续风向 微风 ,无持续风向 1
2016-05-01,26,20,新罗,中雨~多云,暂无实况,
2016-06-01,35,25,新罗,多云,暂无实况,
2016-07-01,34,24,新罗,阴,暂无实况,
2016-08-01,35,24,新罗,中雨,暂无实况,1
2016-09-01,31,24,新罗,中雨,南风,2
2016-10-01,31,22,新罗,雷阵雨,东南风,1
2016-11-01,23,15,新罗,阴,东北风,1
2016-12-01,22,12,新罗,多云,北风,2
2017-01-01,24,10,新罗,晴,东风,1
2017-02-01,20,10,新罗,阴,北风,3
2017-03-01,23,6,新罗,晴,北风,2
2017-04-01,21,8,新罗,晴,东北风,3
2017-05-01,28,21,新罗,多云,西南风,3
2017-06-01,31,24,新罗,小雨,西南风,3
2017-07-01,31,23,新罗,雷阵雨,南风,1
2017-08-01,29,24,新罗,中雨,西北风,1
2017-09-01,34,23,新罗,小雨,北风,2
2017-10-01,36,23,新罗,阴,南风,2
2017-11-01,26,12,新罗,晴,西南风,1
2017-12-01,19,14,新罗,多云,北风,2
2018-02-01,11,1,新罗,晴,北风,1
2018-01-01,20,8,新罗,晴,东南风,1
2018-03-01,28,12,新罗,多云,南风,2
2018-04-01,28,16,新罗,雨,南风,1
2018-05-01,32,22,新罗,雨,西南风,2
2018-06-01,28,23,新罗,小雨到中雨,东风,1
2018-07-01,33,23,新罗,小雨到中雨,西南风,1
2018-08-01,33,24,新罗,小雨到中雨,西风,1
2018-09-01,28,21,新罗,阴,西南风,2
2018-10-01,29,15,新罗,晴,北风,2
2018-11-01,20,13,新罗,小雨到中雨,东北风,2
2018-12-01,22,13,新罗,多云,东风,1
2019-01-01,17,8,新罗,晴,北风,2
2019-02-01,20,8,新罗,多云,西北风,1
2019-03-01,23,16,新罗,晴,南风,1
2019-04-01,20,13,新罗,多云,东风,1
2019-05-01,25,19,新罗,多云,北风,2
2019-06-01,26,22,新罗,多云转雨,南风,1
2019-07-01,33,26,新罗,阴转雨,南风,1
2019-08-01,29,24,新罗,阴转雨,东风,2
2019-09-01,32,21,新罗,中雨到大雨,东北风,1
2019-10-01,33,22,新罗,晴,西北风,2
2019-11-01,29,18,新罗,阴,东北风,1
2019-12-01,21,12,新罗,晴转多云,西北风,2
2020-01-01,22,11,新罗,晴,东风,1
2020-02-01,18,5,新罗,晴,东南风,1
2020-03-01,24,17,新罗,晴转多云,西北风,1
2020-04-01,25,14,新罗,小雨转阴,东北风,1
2020-05-01,31,18,新罗,阴,南风,1
2020-06-01,29,22,新罗,多云,西南风,1
2020-07-01,33,25,新罗,阴,南风,2
2020-08-01,34,24,新罗,阴,东南风,2
2020-09-01,34,24,新罗,晴,西北风,1
2020-10-01,28,19,新罗,多云,东风,1
2020-11-01,24,12,新罗,晴,东北风,1
2020-12-01,18,12,新罗,多云,东北风,2
2021-01-01,14,1,新罗,晴,东北风,1
2021-02-01,24,11,新罗,晴,西风,2
2021-03-01,26,13,新罗,小雨,西南风,2
2021-04-01,32,20,新罗,晴,西南风,2
2021-05-01,33,19,新罗,多云,西风,1
2021-06-01,30,20,新罗,小雨,东南风,1
2021-07-01,33,24,新罗,阴,西南风,2
2021-08-01,32,24,新罗,小雨,西风,1
2021-09-01,36,23,新罗,多云,东南风,1
2021-10-01,32,23,新罗,晴,西风,2
2021-11-01,24,18,新罗,阴,西北风,2
2021-12-01,17,5,新罗,晴,东风,3
2022-01-01,20,7,新罗,多云,西北风,1
2022-02-01,11,10,新罗,中雨,东北风,1
2022-03-01,24,15,新罗,多云,西风,2
2022-04-01,16,10,新罗,小雨,东北风,3
2022-05-01,19,15,新罗,小雨,北风,2
2022-06-01,30,24,新罗,阴,西南风,3
2022-07-01,31,23,新罗,小雨,东北风,1
2022-08-01,34,25,新罗,多云,北风,1
2022-09-01,31,22,新罗,小雨,西北风,2
2022-10-01,35,21,新罗,晴,东南风,2
2022-11-01,19,17,新罗,多云,东北风,4
2022-12-01,14,10,新罗,多云,西北风,2
2023-01-01,19,11,新罗,多云,西南风,2
2023-02-01,21,14,新罗,雾,南风,1
2023-03-01,24,11,新罗,晴,西北风,1
2023-04-01,14,0,新罗,阴天,南风,1
2011-03-01,15,7,永泰,小雨,无持续风向,1
2011-04-01,23,10,永泰,多云,无持续风向,1
2011-05-01,25,17,永泰,大到暴雨,无持续风向,1
2011-06-01,31,20,永泰,雷阵雨~阵雨,无持续风向,1
2011-07-01,36,25,永泰,多云,无持续风向,1
2011-08-01,36,23,永泰,雷阵雨~多云,无持续风向,1
2011-09-01,29,24,永泰,中雨~阵雨,无持续风向,1
2011-10-01,25,21,永泰,阵雨,东北风,3
2011-11-01,27,15,永泰,多云,无持续风向,1
2011-12-01,16,8,永泰,阵雨,无持续风向,1
2012-01-01,18,8,永泰,多云,无持续风向,1
2012-02-01,15,7,永泰,阴,无持续风向,1
2012-03-01,20,10,永泰,阴~多云,无持续风向,1
2012-04-01,26,18,永泰,小到中雨转阵雨,微风,2
2012-05-01,30,20,永泰,中雨转中到大雨,微风,2
2012-07-01,36,24,永泰,多云,微风,2
2012-06-01,28,19,永泰,多云转阵雨,微风,2
2012-08-01,33,25,永泰,阴转阵雨,微风,2
2012-09-01,33,24,永泰,阵雨,微风,2
2012-10-01,27,15,永泰,晴转多云,微风,2
2012-11-01,24,13,永泰,多云,微风,2
2012-12-01,17,13,永泰,中雨转大到暴雨,微风,2
2013-01-01,13,4,永泰,多云转阴,微风,2
2013-02-01,23,10,永泰,多云,微风,2
2013-03-01,24,12,永泰,多云转小到中雨,微风,2
2013-04-01,20,12,永泰,阴转小到中雨,微风,2
2013-05-01,24,16,永泰,大到暴雨转阵雨,微风,2
2013-06-01,36,24,永泰,雷阵雨,微风,2
2013-07-01,38,26,永泰,多云转晴,微风,2
2013-08-01,38,25,永泰,多云,微风,2
2013-09-01,32,22,永泰,阴转多云,微风,2
2013-10-01,31,21,永泰,多云,微风,2
2013-11-01,26,18,永泰,多云转阴,微风,2
2013-12-01,20,4,永泰,晴,微风,2
2014-01-01,20,3,永泰,晴转多云,微风,2
2014-02-01,26,11,永泰,多云,微风,2
2014-03-01,24,13,永泰,阴转阵雨,微风,2
2014-04-01,21,13,永泰,小雨转阴,微风,2
2014-05-01,24,16,永泰,阵雨,微风,2
2014-06-01,33,23,永泰,阵雨转多云,微风,2
2014-07-01,37,25,永泰,多云,东南风,1
2014-08-01,37,26,永泰,多云转雷阵雨,微风,2
2014-09-01,36,24,永泰,多云,微风,2
2014-10-01,30,22,永泰,阵雨转多云,微风,2
2014-11-01,31,20,永泰,多云,微风,2
2014-12-01,21,12,永泰,阵雨转阴,微风,2
2015-01-01,14,4,永泰,晴转多云,微风,2
2015-02-01,14,5,永泰,阴转多云,微风,2
2015-03-01,15,11,永泰,阴转阵雨,微风,2
2015-04-01,34,18,永泰,多云,微风,2
2015-05-01,31,18,永泰,多云,微风,2
2015-06-01,28,22,永泰,中雨~阵雨,微风,2
2015-07-01,38,26,永泰,多云,微风,2
2015-08-01,37,24,永泰,晴~多云,微风,2
2015-09-01,28,24,永泰,阵雨,微风,2
2015-10-01,32,22,永泰,雷阵雨~阴,微风,2
2015-11-01,20,14,永泰,阴,微风,2
2015-12-01,21,14,永泰,阴~多云,微风,2
2016-01-01,17,8,永泰,阴,微风,2
2016-02-01,10,5,永泰,小雨,微风,2
2016-03-01,18,7,永泰,多云,微风,2
2016-04-01,27,15,永泰,多云,微风,2
2016-05-01,25,18,永泰,阵雨~阴,微风,2
2016-06-01,37,24,永泰,多云~小雨,微风,2
2016-07-01,35,25,永泰,多云,微风,2
2016-08-01,32,25,永泰,小雨,微风,2
2016-09-01,33,24,永泰,雷阵雨,东南风,3
2016-10-01,32,25,永泰,阵雨,北风,2
2016-11-01,22,15,永泰,阴,东北风,2
2016-12-01,18,11,永泰,阴,东风,2
2017-01-01,20,14,永泰,阴,北风,1
2017-02-01,16,8,永泰,阴,东风,3
2017-03-01,23,7,永泰,晴,北风,2
